SampleNumber,ResultRelativePath,PredictedIndex,TargetIndexes,SolveTime,SolveStatus,IsInfeasible,ObjectiveValue,ObjectiveBound,TighteningApproach,TotalTime
141,run_results\2020-04-16T23.57.23.256.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.09671783447265625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.1321142
142,run_results\2020-04-16T23.57.24.850.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.0074310302734375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.5792206
143,run_results\2020-04-16T23.57.27.001.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.09328842163085938,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.137766401
144,run_results\2020-04-16T23.57.28.625.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.0063953399658203125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.6088914
145,run_results\2020-04-16T23.57.30.770.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.09371376037597656,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.129348401
146,run_results\2020-04-16T23.57.32.456.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.0050048828125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.6678953
147,run_results\2020-04-16T23.57.34.790.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.12051773071289062,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.3211313
148,run_results\2020-04-16T23.57.37.056.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.11853790283203125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.2512413
149,run_results\2020-04-16T23.57.39.528.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.13788795471191406,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.4579773
150,run_results\2020-04-16T23.59.42.030.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",120.0103874206543,UserLimit,false,NaN,0.04131856660054378,lp,122.48869
151,run_results\2020-04-16T23.59.44.329.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.10063552856445312,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.284352301
152,run_results\2020-04-17T00.00.16.175.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",29.610225677490234,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,31.829795701
153,run_results\2020-04-17T00.00.18.476.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.1051177978515625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.286991601
154,run_results\2020-04-17T00.00.20.800.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.09221267700195312,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.2970547
155,run_results\2020-04-17T00.00.22.430.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.005001068115234375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.613357899
156,run_results\2020-04-17T00.00.24.442.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.010946273803710938,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.9974745
157,run_results\2020-04-17T00.00.26.382.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.017900466918945312,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.9252403
158,run_results\2020-04-17T00.00.28.734.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.10907554626464844,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.3380619
159,run_results\2020-04-17T00.00.31.471.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.6839866638183594,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.7218997
160,run_results\2020-04-17T00.00.35.959.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",2.2816009521484375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,4.475682999
161,run_results\2020-04-17T00.00.37.912.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.1021728515625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.9392469
162,run_results\2020-04-17T00.00.40.377.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.10363006591796875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.438932399
163,run_results\2020-04-17T00.00.42.410.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.013889312744140625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.018439801
164,run_results\2020-04-17T00.00.44.247.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.00942230224609375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.8219777
165,run_results\2020-04-17T00.00.46.403.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.08675765991210938,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.1392906
166,run_results\2020-04-17T00.00.48.378.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.009950637817382812,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.962178
167,run_results\2020-04-17T00.00.51.238.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.447845458984375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.845297801
168,run_results\2020-04-17T00.00.56.601.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",3.150045394897461,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,5.3491693
169,run_results\2020-04-17T00.00.58.316.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.006946563720703125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.7020701
170,run_results\2020-04-17T00.01.00.364.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.10267066955566406,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.030719
171,run_results\2020-04-17T00.01.02.577.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.10367393493652344,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.191445999
172,run_results\2020-04-17T00.01.04.530.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.08184051513671875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.938500501
173,run_results\2020-04-17T00.01.06.956.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.38885498046875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.4124345
174,run_results\2020-04-17T00.01.09.361.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.12693214416503906,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.391167101
175,run_results\2020-04-17T00.01.11.684.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.1334209442138672,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.309778201
176,run_results\2020-04-17T00.01.45.705.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",32.11651611328125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,34.0084337
177,run_results\2020-04-17T00.01.47.474.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.0079345703125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.7552015
178,run_results\2020-04-17T00.01.50.171.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.4647102355957031,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.682563
179,run_results\2020-04-17T00.01.51.829.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.006439208984375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.6423751
180,run_results\2020-04-17T00.01.55.002.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",1.0629158020019531,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,3.1526456
181,run_results\2020-04-17T00.01.56.618.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.005458831787109375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.600239101
182,run_results\2020-04-17T00.01.58.895.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.12891006469726562,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.2620782
183,run_results\2020-04-17T00.02.00.830.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.022274017333984375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.918098401
184,run_results\2020-04-17T00.02.02.696.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.011407852172851562,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.8509152
185,run_results\2020-04-17T00.02.09.015.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",3.6678848266601562,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,6.304167299
186,run_results\2020-04-17T00.02.18.672.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",7.538177490234375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,9.642995
187,run_results\2020-04-17T00.02.20.568.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.008890151977539062,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.8793971
188,run_results\2020-04-17T00.02.22.790.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.10808372497558594,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.2075989
189,run_results\2020-04-17T00.02.24.899.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.012399673461914062,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.0960151
190,run_results\2020-04-17T00.02.26.634.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.0054569244384765625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.7198145
191,run_results\2020-04-17T00.02.28.451.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.07336616516113281,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.798522901
192,run_results\2020-04-17T00.02.30.122.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.0059528350830078125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.6566249
193,run_results\2020-04-17T00.02.32.302.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.027280807495117188,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.1664582
194,run_results\2020-04-17T00.02.36.291.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",2.056873321533203,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,3.9737638
195,run_results\2020-04-17T00.02.38.682.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.12296676635742188,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.377769599
196,run_results\2020-04-17T00.02.41.233.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.6725883483886719,UserObjLimit,false,0.09974481512462524,0.0,lp,2.535422901
197,run_results\2020-04-17T00.02.42.893.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.00594329833984375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.6476755
198,run_results\2020-04-17T00.02.44.536.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.006481170654296875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.6284231
199,run_results\2020-04-17T00.02.46.657.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.09671974182128906,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.1052779
200,run_results\2020-04-17T00.02.49.754.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.3803825378417969,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,3.079355099
201,run_results\2020-04-17T00.02.52.997.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",1.1090164184570312,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,3.2274389
202,run_results\2020-04-17T00.02.55.133.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.05801963806152344,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.1211352
203,run_results\2020-04-17T00.02.56.794.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.00545501708984375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.645650401
204,run_results\2020-04-17T00.02.58.419.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.0059146881103515625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.6104622
205,run_results\2020-04-17T00.03.00.120.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.005428314208984375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.6882263
206,run_results\2020-04-17T00.03.01.977.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.008432388305664062,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.841521401
207,run_results\2020-04-17T00.03.03.978.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.08482170104980469,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.9857508
208,run_results\2020-04-17T00.03.07.439.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",1.4398880004882812,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,3.443475299
209,run_results\2020-04-17T00.03.09.286.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.010374069213867188,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.8335193
210,run_results\2020-04-17T00.03.11.164.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.24893760681152344,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.8587294
211,run_results\2020-04-17T00.03.13.150.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.08183860778808594,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.9704329
212,run_results\2020-04-17T00.03.20.639.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",5.451543807983398,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,7.473753699
213,run_results\2020-04-17T00.03.22.331.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.018798828125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.676091399
214,run_results\2020-04-17T00.03.24.185.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.07985687255859375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.8392025
215,run_results\2020-04-17T00.03.26.235.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.2911529541015625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.0343974
216,run_results\2020-04-17T00.03.28.373.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.115081787109375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.120994499
217,run_results\2020-04-17T00.03.30.211.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.009424209594726562,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.8206637
218,run_results\2020-04-17T00.03.32.532.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.30008697509765625,UserObjLimit,false,0.1,0.0,lp,2.306077
219,run_results\2020-04-17T00.03.34.612.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.013889312744140625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.0614118
220,run_results\2020-04-17T00.03.36.848.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.0863037109375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.2186717
221,run_results\2020-04-17T00.03.38.917.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.087249755859375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.0543584
222,run_results\2020-04-17T00.03.42.395.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",1.386770248413086,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,3.4627028
223,run_results\2020-04-17T00.03.44.871.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.40372276306152344,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.463521699
224,run_results\2020-04-17T00.03.46.795.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.00843048095703125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.9097399
225,run_results\2020-04-17T00.03.48.516.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.0128936767578125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.706714901
226,run_results\2020-04-17T00.03.50.384.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.019861221313476562,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.854056801
227,run_results\2020-04-17T00.03.52.682.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.13243484497070312,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.2835194
228,run_results\2020-04-17T00.03.54.882.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.23609542846679688,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.1854838
229,run_results\2020-04-17T00.03.56.442.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.009891510009765625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.547718101
230,run_results\2020-04-17T00.03.58.311.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.00743865966796875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.855792401
231,run_results\2020-04-17T00.04.00.346.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.09915733337402344,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.0212043
232,run_results\2020-04-17T00.04.02.545.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.08774375915527344,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.1843545
233,run_results\2020-04-17T00.04.06.495.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",1.9259357452392578,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,3.9360345
234,run_results\2020-04-17T00.06.08.484.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",120.00493240356445,UserLimit,false,NaN,0.08256381610296191,lp,121.9758617
235,run_results\2020-04-17T00.06.10.340.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.07486152648925781,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.840939899
236,run_results\2020-04-17T00.06.15.263.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",2.6555442810058594,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,4.907869401
237,run_results\2020-04-17T00.06.16.774.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.0069427490234375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.49722
238,run_results\2020-04-17T00.06.18.666.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.03918266296386719,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.8765423
239,run_results\2020-04-17T00.06.20.637.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.00937652587890625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.9569235
240,run_results\2020-04-17T00.06.22.361.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.0069446563720703125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.7084056
241,run_results\2020-04-17T00.06.24.242.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.008968353271484375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.867283699
242,run_results\2020-04-17T00.06.34.623.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",8.314462661743164,UserObjLimit,false,0.09087989788746134,0.020669830246286512,lp,10.3646466
243,run_results\2020-04-17T00.06.36.698.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.13988876342773438,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.057325
244,run_results\2020-04-17T00.06.38.721.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.08729743957519531,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.005449801
245,run_results\2020-04-17T00.06.40.621.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.18050193786621094,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.886157301
246,run_results\2020-04-17T00.06.49.567.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",6.769418716430664,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,8.931534199
247,run_results\2020-04-17T00.06.51.393.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.009920120239257812,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.8127502
248,run_results\2020-04-17T00.06.53.561.mat,3,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.1423816680908203,Optimal,false,0.0,0.0,lp,2.1510624
249,run_results\2020-04-17T00.06.55.391.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.02178955078125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.8158997
250,run_results\2020-04-17T00.06.57.239.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.0743560791015625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.833199901
251,run_results\2020-04-17T00.06.59.556.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.5391120910644531,UserObjLimit,false,0.09151379118046452,0.014299276674392998,lp,2.3014789
252,run_results\2020-04-17T00.07.01.169.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.009420394897460938,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.5985067
253,run_results\2020-04-17T00.07.03.167.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.08874130249023438,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.982069699
254,run_results\2020-04-17T00.07.05.353.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.02927398681640625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.1714084
255,run_results\2020-04-17T00.07.07.225.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.0069675445556640625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.857483
256,run_results\2020-04-17T00.07.09.064.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.08279800415039062,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.8244414
257,run_results\2020-04-17T00.07.11.213.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.09622383117675781,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.1332805
258,run_results\2020-04-17T00.07.20.961.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",7.757913589477539,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,9.7323988
259,run_results\2020-04-17T00.07.22.889.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.009918212890625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.9120101
260,run_results\2020-04-17T00.07.25.726.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.7821502685546875,UserObjLimit,false,0.09994715480857204,0.0,lp,2.8217433
261,run_results\2020-04-17T00.07.28.708.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.612518310546875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.970140501
262,run_results\2020-04-17T00.07.30.466.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.0069446563720703125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.743751
263,run_results\2020-04-17T00.07.32.124.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.0069522857666015625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.6428235
264,run_results\2020-04-17T00.07.34.081.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.011903762817382812,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.9427916
265,run_results\2020-04-17T00.07.36.720.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.7623538970947266,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.6246148
266,run_results\2020-04-17T00.07.38.372.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.010416030883789062,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.6385724
267,run_results\2020-04-17T00.07.50.210.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",9.508785247802734,UserObjLimit,false,0.09764987557074419,0.05632902424642517,lp,11.822032999
268,run_results\2020-04-17T00.07.51.873.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.007434844970703125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.650260299
269,run_results\2020-04-17T00.08.13.313.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",19.213584899902344,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,21.424249
270,run_results\2020-04-17T00.08.15.641.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.12499237060546875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.3121727
271,run_results\2020-04-17T00.08.17.708.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.03471183776855469,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.0514401
272,run_results\2020-04-17T00.08.19.940.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.12395668029785156,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.2183986
273,run_results\2020-04-17T00.08.21.595.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.005451202392578125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.6403789
274,run_results\2020-04-17T00.08.24.037.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.4488391876220703,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.4284937
275,run_results\2020-04-17T00.08.28.215.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",2.1476821899414062,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,4.1628442
276,run_results\2020-04-17T00.08.30.040.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.027301788330078125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.8103482
277,run_results\2020-04-17T00.08.31.669.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.00594329833984375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.6150392
278,run_results\2020-04-17T00.08.34.394.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.6428184509277344,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.709467599
279,run_results\2020-04-17T00.08.36.373.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.025251388549804688,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.965652
280,run_results\2020-04-17T00.08.37.931.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.0044612884521484375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.543791701
281,run_results\2020-04-17T00.08.39.865.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.008432388305664062,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.9205305
